sample_id,user_id,total_asset,cash_available,risk_preference,current_stock_position_value,action,market,stock_code,trade_time,volume_lot,volume_share,estimated_price,estimated_amount,volatility_20d,return_5d,abs_return_5d,avg_volume_20d,turnover_rate,estimated_amount_ratio,current_position_ratio,holding_ratio_after_trade,trade_volume_to_avg_volume,concentration_risk,volatility_risk,liquidity_risk,overall_risk_level,risk_preference_code,trade_hour
S000213,U0189,1142213.0,77402.56,conservative,58294.35,buy,SZSE,278890,2026-01-05 10:20:00,14,1400,49.6287,69480.18,0.180007,0.101723,0.101723,18098.95,0.09748,0.06082944,0.05103632,0.11186576,0.07735255,0,0,0,low,0,10
S000214,U0006,1082025.0,69460.06,moderate,74190.1,buy,SZSE,502027,2026-01-05 09:53:00,12,1200,47.03,56436.0,0.252073,0.275251,0.275251,23659.47,0.077843,0.05215776,0.06856598,0.12072374,0.05071964,0,1,0,medium,1,9
S000215,U0152,1571888.0,112256.5,conservative,70267.55,buy,SZSE,725855,2026-01-05 11:32:00,15,1500,52.1831,78274.65,0.22134,0.108543,0.108543,8587.87,0.118989,0.04979658,0.04470264,0.09449922,0.17466499,0,0,1,medium,0,11
S000216,U0165,364351.0,11447.66,conservative,3816.03,buy,SZSE,072512,2026-01-05 11:10:00,2,200,41.1625,8232.5,0.414478,0.124918,0.124918,2692.08,0.035957,0.02259497,0.0104735,0.03306847,0.07429206,0,1,0,medium,0,11
S000217,U0127,1207130.0,209722.17,aggressive,90340.51,buy,SZSE,557888,2026-01-05 11:34:00,40,4000,47.088,188352.0,0.566818,-0.21697,0.21697,51817.58,0.034397,0.1560329,0.07483909,0.230872,0.07719388,0,1,0,medium,2,11
S000218,U0155,308685.0,104560.66,moderate,4324.56,buy,SZSE,413914,2026-01-05 12:24:00,44,4400,16.8647,74204.68,0.234416,-0.214436,0.214436,14892.37,0.08011,0.24038965,0.01400962,0.25439927,0.29545335,0,1,1,medium_high,1,12
S000219,U0083,1523594.0,756336.92,moderate,44306.04,buy,SZSE,986335,2026-01-05 09:44:00,842,84200,7.8246,658831.32,0.138411,-0.08632,0.08632,1612099.59,0.027631,0.43241921,0.02907995,0.46149916,0.05223002,1,0,0,medium,1,9
S000220,U0098,982760.0,77246.58,moderate,89601.43,buy,SZSE,928751,2026-01-05 11:03:00,18,1800,42.035,75663.0,0.147899,0.133471,0.133471,341010.59,0.116242,0.07699031,0.09117325,0.16816357,0.00527843,0,0,0,low,1,11
S000221,U0012,1112310.0,346734.33,aggressive,23021.16,buy,SZSE,144145,2026-01-05 09:59:00,60,6000,53.578,321468.0,0.159977,-0.134123,0.134123,81755.97,0.106993,0.28900936,0.02069671,0.30970607,0.07338914,0,0,0,low,2,9
S000222,U0091,1655073.0,870168.81,aggressive,196704.6,buy,SZSE,293270,2026-01-05 10:54:00,96,9600,74.4925,715128.0,0.106597,-0.012639,0.012639,141150.94,0.040924,0.43208245,0.1188495,0.55093195,0.0680123,1,0,0,medium,2,10
S000223,U0089,557633.0,511146.24,aggressive,539.61,buy,SZSE,424770,2026-01-05 09:48:00,48,4800,72.0427,345804.96,0.335245,-0.275071,0.275071,189172.24,0.059621,0.62013001,0.00096768,0.6210977,0.0253737,1,1,0,medium_high,2,9
S000224,U0108,773541.0,86615.73,aggressive,117767.86,buy,SZSE,371552,2026-01-05 11:58:00,15,1500,46.7365,70104.75,0.185434,0.211085,0.211085,108237.68,0.105322,0.09062836,0.15224514,0.24287349,0.01385839,0,1,0,medium,2,11
S000225,U0017,746978.0,100296.29,conservative,54856.48,buy,SZSE,826235,2026-01-05 11:04:00,13,1300,54.6512,71046.56,0.491855,-0.146322,0.146322,128508.02,0.080705,0.09511198,0.07343788,0.16854987,0.0101161,0,1,0,medium,0,11
S000226,U0161,1823332.0,192853.1,moderate,38889.01,buy,SZSE,399398,2026-01-05 12:11:00,34,3400,39.4914,134270.76,0.32246,0.005122,0.005122,203907.4,0.049011,0.07364032,0.02132854,0.09496886,0.01667424,0,0,0,low,1,12
S000227,U0076,1850541.0,532772.15,conservative,108575.25,buy,SZSE,213714,2026-01-05 11:40:00,646,64600,5.8787,379764.02,0.15014,-0.032294,0.032294,2759820.6,0.050902,0.20521784,0.05867217,0.26389,0.02340732,1,0,0,medium,0,11
S000228,U0161,1685470.0,205323.35,moderate,230187.25,buy,SSE,697668,2026-01-05 10:45:00,26,2600,55.8763,145278.38,0.395092,0.018844,0.018844,70210.37,0.056051,0.08619458,0.13657155,0.22276613,0.03703157,0,1,0,medium,1,10
S000229,U0183,1936213.0,165676.7,moderate,301634.02,buy,SZSE,256916,2026-01-05 10:04:00,71,7100,18.1585,128925.35,0.210172,-0.138702,0.138702,106982.59,0.002087,0.06658635,0.15578556,0.2223719,0.06636594,0,0,0,low,1,10
S000230,U0038,1107507.0,162471.83,conservative,44910.5,buy,SSE,669127,2026-01-05 12:27:00,53,5300,29.2929,155252.37,0.268157,0.066049,0.066049,97472.81,0.040852,0.14018184,0.04055099,0.18073283,0.05437414,0,0,0,low,0,12
S000231,U0166,1493895.0,513794.01,moderate,57902.78,buy,SZSE,584310,2026-01-05 10:48:00,75,7500,61.3883,460412.25,0.333205,-0.192996,0.192996,397407.95,0.066049,0.30819586,0.03875961,0.34695546,0.01887229,1,1,0,medium_high,1,10
S000232,U0163,1015956.0,257172.36,conservative,110267.31,buy,SZSE,459372,2026-01-05 11:05:00,54,5400,36.0866,194867.64,0.169036,-0.022735,0.022735,60643.26,0.042419,0.19180716,0.10853551,0.30034268,0.08904534,1,0,0,medium,0,11
S000233,U0041,560362.0,217585.1,moderate,2802.83,buy,SZSE,115821,2026-01-05 11:43:00,19,1900,78.8275,149772.25,0.210905,0.21406,0.21406,15386.49,0.100775,0.26727767,0.00500182,0.27227949,0.12348499,0,1,1,medium_high,1,11
S000234,U0021,442489.0,150900.46,aggressive,63171.86,buy,SZSE,793762,2026-01-05 11:50:00,24,2400,55.9218,134212.32,0.354198,0.115807,0.115807,150402.63,0.07449,0.30331222,0.14276482,0.44607704,0.01595717,1,1,0,medium_high,2,11
S000235,U0041,1390089.0,490588.19,aggressive,109759.26,buy,SSE,657302,2026-01-05 10:18:00,69,6900,52.4441,361864.29,0.322871,0.144638,0.144638,244066.54,0.056686,0.26031735,0.07895844,0.33927579,0.02827098,0,0,0,low,2,10
S000236,U0073,1717803.0,179546.86,conservative,125311.5,buy,SZSE,523030,2026-01-05 11:16:00,43,4300,41.3699,177890.57,0.122958,0.031842,0.031842,202237.73,0.030679,0.10355703,0.0729487,0.17650573,0.02126211,0,0,0,low,0,11
S000237,U0172,1211693.0,214862.75,aggressive,166801.13,buy,SZSE,273646,2026-01-05 10:49:00,51,5100,31.8225,162294.75,0.479659,0.072054,0.072054,80089.86,0.010403,0.13394049,0.13765956,0.27160005,0.06367847,0,1,0,medium,2,10
S000238,U0065,359913.0,101050.95,moderate,28283.94,buy,SZSE,049118,2026-01-05 12:24:00,16,1600,46.221,73953.6,0.172042,-0.116851,0.116851,44320.61,0.01367,0.20547632,0.0785855,0.28406182,0.03610059,0,0,0,low,1,12
S000239,U0111,510953.0,10087.17,moderate,41624.22,buy,SZSE,125235,2026-01-05 10:46:00,1,100,74.9934,7499.34,0.105219,0.097192,0.097192,1093.37,0.119001,0.01467716,0.08146389,0.09614105,0.09146027,0,0,0,low,1,10
S000240,U0089,488905.0,406216.66,aggressive,3000.07,buy,SSE,600928,2026-01-05 10:44:00,84,8400,35.2917,296450.28,0.298735,-0.144894,0.144894,280891.59,0.017894,0.60635559,0.0061363,0.61249189,0.02990478,1,0,0,medium,2,10
S000241,U0077,1742686.0,425276.11,conservative,130952.91,buy,SZSE,330502,2026-01-05 11:40:00,65,6500,44.3785,288460.25,0.152568,-0.092857,0.092857,30755.18,0.107482,0.16552623,0.0751443,0.24067053,0.21134654,1,0,1,medium_high,0,11
S000242,U0193,1587683.0,84528.6,moderate,101198.95,buy,SZSE,451706,2026-01-05 11:33:00,18,1800,35.5842,64051.56,0.173422,0.043277,0.043277,11942.09,0.045013,0.04034279,0.06374002,0.10408281,0.15072741,0,0,1,medium,1,11
S000243,U0166,1677616.0,639771.41,moderate,198919.62,buy,SZSE,499304,2026-01-05 09:49:00,206,20600,27.1229,558731.74,0.188961,0.164158,0.164158,68987.45,0.069077,0.33305103,0.1185728,0.45162383,0.29860502,1,1,1,high,1,9
S000244,U0107,342497.0,24670.33,conservative,22750.59,buy,SZSE,986814,2026-01-05 11:10:00,3,300,67.1765,20152.95,0.222899,0.023255,0.023255,5511.29,0.005224,0.05884125,0.06642567,0.12526691,0.05443372,0,0,0,low,0,11
S000245,U0187,331481.0,78047.97,moderate,27024.25,buy,SZSE,230938,2026-01-05 12:28:00,9,900,69.0929,62183.61,0.124649,-0.102892,0.102892,12025.5,0.098755,0.18759329,0.0815258,0.26911909,0.07484094,0,0,0,low,1,12
S000246,U0148,590705.0,15641.59,aggressive,75503.54,buy,SZSE,048195,2026-01-05 11:13:00,3,300,48.9425,14682.75,0.149177,-0.135203,0.135203,1291.46,0.022246,0.02485632,0.12781937,0.15267569,0.23229473,0,0,1,medium,2,11
S000247,U0035,1284217.0,36710.78,moderate,209582.77,buy,SZSE,172561,2026-01-05 12:03:00,5,500,72.653,36326.5,0.118243,-0.028102,0.028102,11599.77,0.051881,0.02828689,0.16319888,0.19148576,0.04310432,0,0,0,low,1,12
S000248,U0099,921278.0,22988.16,aggressive,52705.06,buy,SZSE,412044,2026-01-05 10:10:00,41,4100,5.124,21008.4,0.619025,0.039621,0.039621,95771.45,0.087105,0.02280354,0.05720864,0.08001218,0.04281025,0,1,0,medium,2,10
S000249,U0045,1551806.0,240893.49,conservative,72807.26,buy,SZSE,566569,2026-01-05 11:48:00,25,2500,75.3345,188336.25,0.128906,-0.019501,0.019501,128714.01,0.063237,0.12136585,0.04691776,0.16828361,0.0194229,0,0,0,low,0,11
S000250,U0085,1227830.0,176862.34,moderate,89845.4,buy,SZSE,493005,2026-01-05 09:32:00,49,4900,31.1669,152717.81,0.332419,-0.0512,0.0512,102626.68,0.084411,0.12438026,0.07317414,0.1975544,0.04774587,0,0,0,low,1,9
S000251,U0061,892298.0,341866.76,moderate,107768.67,buy,SZSE,066790,2026-01-05 10:34:00,46,4600,69.1491,318085.86,0.117135,0.107209,0.107209,51551.01,0.068646,0.3564794,0.12077654,0.47725595,0.089232,1,0,0,medium,1,10
S000252,U0188,1487402.0,202795.2,moderate,19063.31,buy,SZSE,799376,2026-01-05 12:17:00,24,2400,57.3507,137641.68,0.51601,-0.088868,0.088868,10421.82,0.004623,0.09253832,0.01281651,0.10535483,0.23028601,0,1,1,medium_high,1,12
S000253,U0131,1608676.0,199847.12,moderate,201864.18,buy,SZSE,300254,2026-01-05 10:11:00,34,3400,56.8191,193184.94,0.304282,-0.05673,0.05673,14844.67,0.026591,0.1200894,0.12548467,0.24557407,0.2290385,0,0,1,medium,1,10
S000254,U0011,1176276.0,425867.33,moderate,108127.07,buy,SZSE,238694,2026-01-05 11:42:00,253,25300,11.2682,285085.46,0.138707,0.102362,0.102362,694485.44,0.110405,0.24236273,0.09192321,0.33428594,0.03642985,1,0,0,medium,1,11
S000255,U0084,1061372.0,46727.32,moderate,12980.6,buy,SZSE,042231,2026-01-05 11:08:00,6,600,66.7058,40023.48,0.272361,0.109669,0.109669,10292.01,0.11804,0.03770919,0.01223002,0.04993921,0.05829765,0,0,0,low,1,11
S000256,U0036,1726969.0,324872.26,moderate,214712.68,buy,SZSE,520568,2026-01-05 09:41:00,82,8200,26.7525,219370.5,0.312274,0.008,0.008,204016.41,0.004884,0.12702631,0.1243292,0.25135551,0.04019284,0,0,0,low,1,9
S000257,U0163,1624658.0,598303.14,conservative,157902.22,buy,SZSE,578902,2026-01-05 12:26:00,211,21100,26.4999,559147.89,0.340959,0.116737,0.116737,2783198.79,0.076695,0.34416344,0.09719105,0.44135449,0.0075812,1,0,0,medium,0,12
S000258,U0141,667070.0,234023.91,moderate,36596.52,buy,SZSE,868858,2026-01-05 11:55:00,24,2400,69.8709,167690.16,0.239246,0.07622,0.07622,28415.43,0.03681,0.25138315,0.05486159,0.30624474,0.08446115,1,0,0,medium,1,11
S000259,U0197,821562.0,194416.7,moderate,61669.89,buy,SSE,616456,2026-01-05 09:50:00,32,3200,52.0813,166660.16,0.248394,-0.244863,0.244863,34584.62,0.109234,0.20285768,0.0750642,0.27792188,0.09252668,0,1,0,medium,1,9
S000260,U0130,267432.0,133009.29,moderate,26828.87,buy,SZSE,407633,2026-01-05 10:22:00,22,2200,53.883,118542.6,0.300183,-0.012688,0.012688,44992.57,0.078663,0.44326259,0.10032034,0.54358293,0.04889697,1,0,0,medium,1,10
S000261,U0082,1227965.0,73481.11,moderate,105067.34,buy,SZSE,202346,2026-01-05 10:54:00,17,1700,29.7379,50554.43,0.16681,-0.238251,0.238251,327382.78,0.041278,0.04116928,0.08556216,0.12673144,0.0051927,0,1,0,medium,1,10
S000262,U0177,1165750.0,100692.51,conservative,89659.69,buy,SZSE,090310,2026-01-05 09:49:00,38,3800,21.9618,83454.84,0.180489,-0.115669,0.115669,28392.7,0.040168,0.07158897,0.07691159,0.14850056,0.13383723,0,0,1,medium,0,9
S000263,U0113,462313.0,115709.72,aggressive,75674.24,buy,SSE,602509,2026-01-05 10:49:00,16,1600,53.0042,84806.72,0.360921,-0.134192,0.134192,35308.98,0.01359,0.18344005,0.16368617,0.34712622,0.04531425,0,1,0,medium,2,10
S000264,U0054,445172.0,65245.35,conservative,32934.01,buy,SZSE,180777,2026-01-05 09:54:00,35,3500,15.098,52843.0,0.340008,-0.007975,0.007975,77745.85,0.026068,0.11870243,0.07398041,0.19268285,0.04501848,0,0,0,low,0,9
S000265,U0012,1814399.0,474098.51,moderate,113777.3,buy,SZSE,005943,2026-01-05 11:57:00,71,7100,57.796,410351.6,0.637821,0.1797,0.1797,383760.6,0.058308,0.22616393,0.06270798,0.2888719,0.01850112,0,1,0,medium,1,11
S000266,U0188,645230.0,268079.72,aggressive,112480.51,buy,SZSE,339027,2026-01-05 12:00:00,56,5600,46.0676,257978.56,0.202553,0.0594,0.0594,63709.04,0.042025,0.39982419,0.17432623,0.57415042,0.08789961,1,0,0,medium,2,12
S000267,U0078,1532531.0,1036142.56,aggressive,139135.73,buy,SZSE,503351,2026-01-05 09:33:00,198,19800,42.5981,843442.38,0.16127,0.205792,0.205792,547539.33,0.101631,0.5503591,0.0907882,0.6411473,0.03616179,1,1,0,medium_high,2,9
S000268,U0097,201288.0,84279.24,aggressive,5686.62,buy,SZSE,708770,2026-01-05 11:07:00,10,1000,57.1977,57197.7,0.121785,-0.135097,0.135097,6215.33,0.00946,0.28415852,0.02825115,0.31240967,0.16089254,0,0,1,medium,2,11
S000269,U0134,952645.0,19675.98,conservative,85147.97,buy,SZSE,358382,2026-01-05 11:53:00,5,500,36.0605,18030.25,0.185437,-0.132616,0.132616,25614.86,0.041507,0.01892652,0.08938059,0.10830711,0.01951992,0,0,0,low,0,11
S000270,U0027,826615.0,181776.86,conservative,29426.84,buy,SZSE,955020,2026-01-05 12:03:00,16,1600,76.838,122940.8,0.203774,0.097277,0.097277,6346.11,0.020458,0.14872801,0.03559921,0.18432721,0.25212283,0,0,1,medium,0,12
S000271,U0057,1986462.0,35539.37,moderate,227149.94,buy,SZSE,380087,2026-01-05 11:06:00,45,4500,7.133,32098.5,0.20338,0.062244,0.062244,35394.66,0.114921,0.01615863,0.114349,0.13050763,0.12713783,0,0,1,medium,1,11
S000272,U0165,276993.0,32762.43,aggressive,42571.34,buy,SZSE,163762,2026-01-05 09:45:00,4,400,57.6137,23045.48,0.304013,-0.251977,0.251977,4555.75,0.101746,0.08319878,0.15369103,0.23688981,0.08780114,0,1,0,medium,2,9
S000273,U0131,396599.0,23485.06,conservative,37859.63,buy,SZSE,279442,2026-01-05 11:14:00,4,400,57.5149,23005.96,0.239667,0.049112,0.049112,8347.7,0.066959,0.05800811,0.09546074,0.15346885,0.04791737,0,0,0,low,0,11
S000274,U0150,1808694.0,1359082.07,aggressive,86881.31,buy,SZSE,289549,2026-01-05 11:05:00,360,36000,25.711,925596.0,0.29382,-0.030755,0.030755,915172.12,0.04516,0.51174826,0.04803538,0.55978364,0.03933686,1,0,0,medium,2,11
S000275,U0030,1210462.0,114620.7,moderate,173573.46,buy,SZSE,717306,2026-01-05 12:19:00,13,1300,61.1513,79496.69,0.564422,-0.05939,0.05939,4405.47,0.070284,0.06567467,0.14339439,0.20906906,0.2950875,0,1,1,medium_high,1,12
S000276,U0021,552689.0,34600.49,moderate,7024.82,buy,SZSE,851441,2026-01-05 10:30:00,7,700,33.6855,23579.85,0.32172,0.07424,0.07424,29394.69,0.063557,0.04266387,0.01271026,0.05537413,0.02381383,0,0,0,low,1,10
S000277,U0018,869402.0,144235.16,moderate,106547.15,buy,SZSE,928288,2026-01-05 11:14:00,24,2400,46.7118,112108.32,0.31488,-0.267042,0.267042,34373.66,0.113968,0.12894877,0.12255223,0.251501,0.06982091,0,1,0,medium,1,11
S000278,U0197,548121.0,260983.75,moderate,5393.82,buy,SZSE,578998,2026-01-05 09:53:00,205,20500,11.0491,226506.55,0.417576,0.175196,0.175196,321697.1,0.076827,0.41324188,0.00984056,0.42308244,0.06372454,1,1,0,medium_high,1,9
S000279,U0140,1651348.0,848688.39,aggressive,13125.44,buy,SZSE,277821,2026-01-05 09:39:00,140,14000,50.6505,709107.0,0.329672,0.228503,0.228503,184072.13,0.084211,0.429411,0.00794832,0.43735932,0.07605714,1,1,0,medium_high,2,9
S000280,U0193,626172.0,68030.63,conservative,54952.13,buy,SZSE,027814,2026-01-05 11:34:00,25,2500,18.7122,46780.5,0.159932,0.072631,0.072631,14322.43,0.04053,0.07470871,0.08775884,0.16246754,0.17455139,0,0,1,medium,0,11
S000281,U0091,537971.0,18828.96,moderate,83409.69,buy,SZSE,125969,2026-01-05 12:18:00,2,200,64.5365,12907.3,0.632941,0.144739,0.144739,1050.68,0.100646,0.02399256,0.15504495,0.17903751,0.19035316,0,1,1,medium_high,1,12
S000282,U0095,1250822.0,27249.18,conservative,22277.54,buy,SZSE,552846,2026-01-05 09:43:00,14,1400,17.0995,23939.3,0.227382,0.071193,0.071193,19977.28,0.100812,0.01913885,0.01781032,0.03694917,0.07007962,0,0,0,low,0,9
S000283,U0071,441146.0,39664.32,moderate,50795.18,buy,SZSE,274686,2026-01-05 11:03:00,11,1100,28.7956,31675.16,0.282982,-0.185991,0.185991,38905.0,0.117581,0.07180199,0.11514371,0.18694569,0.028274,0,1,0,medium,1,11
S000284,U0132,1913738.0,436743.41,moderate,236472.23,buy,SZSE,755805,2026-01-05 10:34:00,150,15000,22.7742,341613.0,0.441532,0.034287,0.034287,62941.39,0.075285,0.17850563,0.12356562,0.30207125,0.23831695,1,1,1,high,1,10
S000285,U0131,910800.0,253280.82,conservative,8661.59,buy,SZSE,197978,2026-01-05 10:45:00,27,2700,67.9602,183492.54,0.149796,-0.030558,0.030558,280029.04,0.105733,0.20146304,0.00950987,0.21097292,0.00964186,1,0,0,medium,0,10
S000286,U0037,264136.0,5186.92,conservative,24817.43,buy,SZSE,520427,2026-01-05 10:37:00,5,500,8.9011,4450.55,0.118389,-0.02637,0.02637,50176.58,0.058325,0.01684946,0.09395703,0.11080649,0.00996481,0,0,0,low,0,10
S000287,U0119,424215.0,21520.67,moderate,62810.11,buy,SZSE,994609,2026-01-05 11:55:00,6,600,24.2429,14545.74,0.515348,0.084695,0.084695,3140.79,0.104903,0.0342886,0.14806197,0.18235058,0.19103475,0,1,1,medium_high,1,11
S000288,U0177,1769786.0,596975.87,moderate,183399.52,buy,SZSE,501268,2026-01-05 10:48:00,142,14200,32.4455,460726.1,0.646084,-0.218849,0.218849,1435598.23,0.107333,0.26032871,0.10362808,0.36395678,0.00989135,1,1,0,medium_high,1,10
S000289,U0196,1907600.0,867990.03,moderate,131996.67,buy,SZSE,735313,2026-01-05 10:26:00,457,45700,17.4441,797195.37,0.209775,-0.256492,0.256492,1247341.79,0.013252,0.41790489,0.06919515,0.48710004,0.03663791,1,1,0,medium_high,1,10
S000290,U0153,1006347.0,226413.54,conservative,98218.76,buy,SZSE,135074,2026-01-05 10:34:00,35,3500,58.9675,206386.25,0.288339,0.26056,0.26056,27384.78,0.05026,0.20508458,0.0975993,0.30268388,0.12780822,1,1,1,high,0,10
S000291,U0157,1514429.0,40937.18,conservative,157362.84,buy,SSE,609916,2026-01-05 11:17:00,9,900,31.936,28742.4,0.519131,0.204845,0.204845,11362.67,0.103918,0.01897903,0.10390902,0.12288806,0.07920677,0,1,0,medium,0,11
S000292,U0151,603833.0,54837.83,moderate,26454.36,buy,SZSE,334780,2026-01-05 10:21:00,74,7400,5.6645,41917.3,0.412301,0.075294,0.075294,126541.86,0.014328,0.0694187,0.04381071,0.11322941,0.05847867,0,1,0,medium,1,10
S000293,U0117,991547.0,98520.12,moderate,53500.54,buy,SZSE,052346,2026-01-05 10:56:00,55,5500,13.1773,72475.15,0.176319,-0.133555,0.133555,271727.77,0.105855,0.07309301,0.05395664,0.12704964,0.02024085,0,0,0,low,1,10
S000294,U0082,331550.0,10367.45,aggressive,40507.0,buy,SZSE,966620,2026-01-05 12:14:00,1,100,75.7728,7577.28,0.275168,-0.137215,0.137215,2692.55,0.053914,0.02285411,0.12217463,0.14502874,0.03713955,0,0,0,low,2,12
S000295,U0087,1024676.0,293554.13,moderate,29711.17,buy,SZSE,924320,2026-01-05 11:55:00,362,36200,7.0613,255619.06,0.591758,-0.08837,0.08837,1632116.47,0.036832,0.2494633,0.02899567,0.27845897,0.02217979,0,1,0,medium,1,11
S000296,U0068,1165342.0,494138.68,aggressive,175647.28,buy,SZSE,044275,2026-01-05 11:45:00,101,10100,47.6291,481053.91,0.261265,0.126799,0.126799,41369.95,0.017985,0.41280063,0.15072595,0.56352658,0.24413856,1,0,1,medium_high,2,11
S000297,U0002,473792.0,78949.29,moderate,25365.43,buy,SSE,698439,2026-01-05 09:42:00,16,1600,35.2849,56455.84,0.174194,0.142114,0.142114,19760.67,0.027861,0.11915744,0.05353705,0.17269449,0.08096891,0,0,0,low,1,9
S000298,U0010,1024548.0,296190.98,moderate,150851.11,buy,SSE,627391,2026-01-05 11:10:00,98,9800,27.4654,269160.92,0.446071,-0.133331,0.133331,229002.96,0.07613,0.26271187,0.14723675,0.40994862,0.04279421,1,1,0,medium_high,1,11
S000299,U0008,1351918.0,131704.64,moderate,104718.58,buy,SZSE,568851,2026-01-05 11:11:00,23,2300,56.4187,129763.01,0.242378,0.01609,0.01609,10259.46,0.014801,0.09598438,0.07745927,0.17344365,0.2241833,0,0,1,medium,1,11
S000300,U0086,1461086.0,42134.3,moderate,79772.04,buy,SZSE,560807,2026-01-05 10:20:00,47,4700,7.7166,36268.02,0.577692,0.150461,0.150461,202221.93,0.051885,0.02482265,0.05459777,0.07942042,0.02324179,0,1,0,medium,1,10
S000301,U0046,627173.0,83243.05,moderate,79906.92,buy,SZSE,911103,2026-01-05 10:51:00,18,1800,39.6927,71446.86,0.249403,-0.023608,0.023608,33939.39,0.041099,0.1139189,0.1274081,0.241327,0.05303573,0,0,0,low,1,10
S000302,U0097,286599.0,51866.12,aggressive,13859.44,buy,SSE,659191,2026-01-05 11:58:00,8,800,57.9882,46390.56,0.217308,-0.076368,0.076368,12085.06,0.027954,0.16186574,0.0483583,0.21022404,0.06619745,0,0,0,low,2,11
S000303,U0137,1552189.0,233013.84,moderate,183949.1,buy,SZSE,195267,2026-01-05 10:36:00,152,15200,13.0283,198030.16,0.186548,-0.161883,0.161883,403489.84,0.099684,0.12758122,0.11850947,0.24609069,0.03767133,0,1,0,medium,1,10
S000304,U0009,273770.0,54477.34,moderate,20477.49,buy,SZSE,290166,2026-01-05 12:05:00,36,3600,11.9496,43018.56,0.10794,0.046231,0.046231,89411.72,0.103803,0.15713394,0.07479816,0.23193211,0.04026318,0,0,0,low,1,12
S000305,U0113,1178705.0,154929.95,aggressive,2631.49,buy,SZSE,421979,2026-01-05 10:31:00,20,2000,71.7512,143502.4,0.307662,4e-05,4e-05,26348.66,0.043899,0.12174581,0.00223253,0.12397834,0.07590519,0,0,0,low,2,10
S000306,U0072,207596.0,47608.91,moderate,18441.79,buy,SZSE,573283,2026-01-05 11:22:00,21,2100,17.395,36529.5,0.408916,0.138285,0.138285,8329.74,0.117335,0.17596437,0.08883499,0.26479936,0.25210877,0,1,1,medium_high,1,11
S000307,U0013,1594750.0,414407.53,moderate,43017.31,buy,SZSE,754943,2026-01-05 09:57:00,45,4500,69.0589,310765.05,0.290573,0.101269,0.101269,61407.82,0.106248,0.19486757,0.02697433,0.22184189,0.07328057,0,0,0,low,1,9
S000308,U0150,788027.0,142380.88,conservative,42360.29,buy,SZSE,498168,2026-01-05 10:05:00,19,1900,57.7203,109668.57,0.119192,0.134237,0.134237,20869.48,0.064916,0.13916854,0.05375487,0.19292342,0.09104205,0,0,0,low,0,10
S000309,U0021,1164345.0,249317.17,moderate,82929.82,buy,SZSE,358839,2026-01-05 11:25:00,33,3300,64.3026,212198.58,0.112739,0.051715,0.051715,15198.18,0.074505,0.18224717,0.07122444,0.25347161,0.21713121,0,0,1,medium,1,11
S000310,U0027,1106766.0,179537.22,moderate,4344.72,buy,SZSE,808087,2026-01-05 09:35:00,37,3700,46.2409,171091.33,0.643257,-0.171144,0.171144,13414.0,0.072786,0.15458672,0.0039256,0.15851233,0.27583115,0,1,1,medium_high,1,9
S000311,U0072,832585.0,104826.46,aggressive,64883.21,buy,SSE,690215,2026-01-05 10:16:00,28,2800,30.6042,85691.76,0.210028,0.103148,0.103148,127425.24,0.081058,0.10292254,0.07792983,0.18085237,0.02197367,0,0,0,low,2,10
S000312,U0082,410318.0,106128.86,conservative,17710.46,buy,SZSE,470114,2026-01-05 09:34:00,27,2700,37.0072,99919.44,0.103245,-0.123447,0.123447,31900.99,0.079754,0.24351708,0.04316277,0.28667984,0.08463688,1,0,0,medium,0,9
S000313,U0154,251485.0,60801.73,moderate,7315.47,buy,SZSE,720136,2026-01-05 09:55:00,10,1000,41.623,41623.0,0.440105,-0.017117,0.017117,11686.02,0.112264,0.16550888,0.02908908,0.19459795,0.08557236,0,1,0,medium,1,9
S000314,U0117,1525212.0,623073.24,moderate,94340.47,buy,SSE,667318,2026-01-05 12:19:00,98,9800,57.064,559227.2,0.282461,0.10409,0.10409,214097.98,0.004232,0.36665539,0.06185401,0.4285094,0.04577343,1,0,0,medium,1,12
S000315,U0162,1274528.0,137847.14,moderate,168911.73,buy,SZSE,495295,2026-01-05 11:58:00,21,2100,64.9336,136360.56,0.201288,-0.11476,0.11476,7685.6,0.004441,0.10698907,0.13252885,0.23951792,0.27323839,0,0,1,medium,1,11
S000316,U0157,1137255.0,644684.58,moderate,41207.09,buy,SZSE,017947,2026-01-05 10:52:00,213,21300,24.9215,530827.95,0.336037,-0.115333,0.115333,566348.74,0.040594,0.46676247,0.03623382,0.50299628,0.03760934,1,0,0,medium,1,10
S000317,U0187,833328.0,74072.83,moderate,46967.22,buy,SZSE,793492,2026-01-05 09:30:00,7,700,72.4611,50722.77,0.33032,0.082083,0.082083,54342.74,0.093262,0.06086771,0.05636102,0.11722874,0.0128812,0,0,0,low,1,9
S000318,U0141,944781.0,119312.23,aggressive,156685.07,buy,SZSE,387062,2026-01-05 10:58:00,17,1700,65.1876,110818.92,0.522304,-0.214741,0.214741,124213.56,0.044756,0.11729588,0.16584275,0.28313863,0.01368611,0,1,0,medium,2,10
S000319,U0053,213415.0,19976.7,conservative,22996.12,buy,SZSE,016957,2026-01-05 09:33:00,3,300,55.7299,16718.97,0.309287,-0.01283,0.01283,6378.73,0.079563,0.07834018,0.10775307,0.18609325,0.04703132,0,0,0,low,0,9
