sample_id,estimated_amount_ratio,holding_ratio_after_trade,current_position_ratio,risk_preference_code,volatility_20d,abs_return_5d,turnover_rate,trade_volume_to_avg_volume,concentration_risk,volatility_risk,liquidity_risk
S000543,0.0443572,0.07689125,0.03253405,1,0.253207,0.133115,0.040009,0.20053386,0,0,1
S000544,0.03623072,0.20766545,0.17143473,2,0.18005,0.06713,0.094458,0.09459346,0,0,0
S000545,0.28049957,0.37778274,0.09728317,1,0.185331,0.210337,0.108629,0.0109558,1,1,0
S000546,0.11849917,0.24854166,0.13004249,1,0.633478,0.021201,0.051374,0.08528928,0,1,0
S000547,0.14638886,0.21174421,0.06535535,0,0.545928,0.145331,0.078775,0.03772182,1,1,0
S000548,0.16258215,0.17700597,0.01442382,2,0.131298,0.098081,0.05047,0.05969688,0,0,0
S000549,0.20364589,0.24909331,0.04544742,1,0.17754,0.082379,0.114266,0.03368564,0,0,0
S000550,0.39016105,0.46340509,0.07324404,2,0.121913,0.04512,0.032999,0.27525032,1,0,1
S000551,0.04833718,0.1190845,0.07074732,1,0.316979,0.010966,0.022004,0.02849334,0,0,0
S000552,0.05769444,0.16555786,0.10786342,1,0.140391,0.010823,0.050155,0.06781682,0,0,0
S000553,0.07298953,0.1253762,0.05238667,1,0.468565,0.167437,0.060592,0.04006198,0,1,0
S000554,0.09834217,0.1264508,0.02810862,1,0.265945,0.01341,0.06406,0.00655868,0,0,0
S000555,0.25543133,0.39258302,0.13715169,1,0.605386,0.109061,0.061654,0.08199203,1,1,0
S000556,0.28369711,0.31110915,0.02741205,1,0.274075,0.191072,0.102927,0.01367962,1,1,0
S000557,0.181628,0.30150705,0.11987905,2,0.166871,0.049587,0.0394,0.02223,0,0,0
S000558,0.0644643,0.07801859,0.01355429,0,0.293806,0.129636,0.050421,0.00871015,0,0,0
S000559,0.11759148,0.1648249,0.04723342,0,0.10508,0.097097,0.08781,0.02054079,0,0,0
S000560,0.10812409,0.18148245,0.07335836,0,0.59284,0.09704,0.066682,0.19016056,0,1,1
S000561,0.12172489,0.17323597,0.05151108,1,0.187329,0.095136,0.063371,0.05915708,0,0,0
S000562,0.1392603,0.26588722,0.12662693,1,0.256075,0.230247,0.107951,0.06179013,0,1,0
S000563,0.23073977,0.28174769,0.05100792,2,0.21255,0.078238,0.018842,0.08065501,0,0,0
S000564,0.07632404,0.17841632,0.10209227,1,0.134433,0.139376,0.103946,0.09160548,0,0,0
S000565,0.51770928,0.54460849,0.02689921,1,0.224368,0.188576,0.021388,0.07908623,1,1,0
S000566,0.41989527,0.5128756,0.09298033,1,0.193225,0.065436,0.013171,0.08686113,1,0,0
S000567,0.0198166,0.07666556,0.05684897,0,0.503396,0.05195,0.040542,0.01500283,0,1,0
S000568,0.2213512,0.2537914,0.0324402,1,0.249906,0.130204,0.068082,0.14459505,0,0,1
S000569,0.33099283,0.48486506,0.15387223,1,0.47107,0.206125,0.093746,0.01482516,1,1,0
S000570,0.04859778,0.15351969,0.10492192,0,0.150187,0.129657,0.043676,0.08359318,0,0,0
S000571,0.2776339,0.4224549,0.144821,1,0.531137,0.209308,0.013996,0.04186653,1,1,0
S000572,0.14577236,0.21592299,0.07015062,1,0.429425,0.00992,0.041336,0.06668514,0,1,0
S000573,0.14231184,0.25690298,0.11459113,1,0.354003,0.033155,0.071087,0.06851678,0,1,0
S000574,0.02236557,0.06918519,0.04681962,2,0.268884,0.15563,0.048238,0.04442053,0,1,0
S000575,0.46953398,0.49690963,0.02737565,1,0.337943,0.133454,0.081656,0.09300558,1,0,0
S000576,0.26443174,0.37220438,0.10777264,2,0.10797,0.060934,0.061745,0.20338373,0,0,1
S000577,0.18481387,0.23051157,0.04569769,1,0.559273,0.188758,0.105009,0.19136432,0,1,1
S000578,0.02080813,0.14513746,0.12432933,1,0.149577,0.107998,0.050401,0.08066539,0,0,0
S000579,0.12951498,0.28043736,0.15092238,1,0.158505,0.20859,0.089017,0.09165245,0,1,0
S000580,0.3452957,0.36113891,0.01584321,2,0.259597,0.079873,0.053411,0.05544508,0,0,0
S000581,0.15664426,0.23283501,0.07619075,1,0.10998,0.016821,0.040924,0.08845329,0,0,0
S000582,0.24513449,0.30771994,0.06258545,1,0.10022,0.047972,0.085266,0.05414741,1,0,0
S000583,0.40815457,0.44255769,0.03440312,1,0.131607,0.040382,0.051497,0.02785627,1,0,0
S000584,0.39261818,0.51038208,0.1177639,1,0.161396,0.134501,0.026166,0.04606504,1,0,0
S000585,0.03025351,0.12572848,0.09547497,1,0.639654,0.073103,0.011575,0.08791877,0,1,0
S000586,0.43249764,0.51121415,0.07871651,1,0.439818,0.199283,0.101486,0.09133255,1,1,0
S000587,0.36118885,0.40858182,0.04739297,1,0.229399,0.100406,0.116512,0.05740981,1,0,0
S000588,0.01459395,0.07447669,0.05988274,2,0.125846,0.044954,0.113505,0.07700931,0,0,0
S000589,0.18536232,0.20305642,0.0176941,1,0.315974,0.160109,0.016662,0.02858221,0,1,0
S000590,0.01011433,0.03444775,0.02433342,0,0.221007,0.133946,0.017985,0.07810274,0,0,0
S000591,0.10520153,0.1973536,0.09215206,1,0.187465,0.005084,0.098428,0.0069121,0,0,0
S000592,0.50915272,0.5201261,0.01097338,1,0.209069,0.090888,0.078246,0.05295852,1,0,0
S000593,0.41134413,0.50274377,0.09139964,1,0.258617,0.017661,0.112607,0.06199924,1,0,0
S000594,0.17941619,0.27172287,0.09230668,1,0.158522,0.034551,0.101539,0.26123154,0,0,1
S000595,0.17989507,0.26187633,0.08198126,1,0.403246,0.087535,0.027004,0.01462385,0,1,0
S000596,0.05832157,0.14740195,0.08908038,2,0.306348,0.133553,0.08029,0.02043112,0,0,0
S000597,0.38809683,0.52864821,0.14055138,2,0.197718,0.037305,0.090349,0.1030517,1,0,1
S000598,0.08195747,0.11682157,0.0348641,0,0.245642,0.034822,0.105942,0.03798347,0,0,0
S000599,0.05222759,0.16131848,0.10909089,0,0.220338,0.113562,0.095681,0.16055471,0,0,1
S000600,0.35600731,0.47012187,0.11411455,1,0.307255,0.213985,0.037275,0.20669774,1,1,1
